Resource,Zone,StartCap,RetCap,NewCap,EndCap,CapacityConstraintDual,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
CASO_onshore_wind_turbine_1,3,4069.1,0.0,0.0,4069.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_petroleum_liquids_1,3,17.2,0.0,0.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_small_hydroelectric_1,3,69.4,0.0,0.0,69.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_solar_photovoltaic_1,3,13797.3,0.0,0.0,13797.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_batteries_1,4,555.2,0.0,0.0,555.2,0.0,1129.4,0.0,0.0,1129.4,0.0,0.0,0.0,0.0
FRCC_biomass_1,4,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_biomass_2,4,114.1,0.0,0.0,114.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_conventional_hydroelectric_1,4,43.5,0.0,0.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_conventional_steam_coal_1,4,3135.0,0.0,0.0,3135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_conventional_steam_coal_2,4,442.0,0.0,0.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_natural_gas_fired_combined_cycle_1,4,32161.2,0.0,0.0,32161.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_natural_gas_fired_combined_cycle_2,4,2698.7,0.0,0.0,2698.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_natural_gas_fired_combustion_turbine_1,4,7864.4,0.0,0.0,7864.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_natural_gas_fired_combustion_turbine_2,4,1108.9,0.0,0.0,1108.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_natural_gas_internal_combustion_engine_1,4,250.9,0.0,0.0,250.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_natural_gas_steam_turbine_1,4,2983.0,0.0,0.0,2983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_nuclear_1,4,3737.0,0.0,0.0,3737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_petroleum_liquids_1,4,455.6,0.0,0.0,455.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_solar_photovoltaic_1,4,9458.5,0.0,0.0,9458.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_batteries_1,5,368.3,0.0,0.0,368.3,0.0,761.3,0.0,0.0,761.3,0.0,0.0,0.0,0.0
ISNE_biomass_1,5,63.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_biomass_2,5,152.9,0.0,0.0,152.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_conventional_hydroelectric_1,5,884.7,0.0,0.0,884.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_conventional_steam_coal_1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_conventional_steam_coal_2,5,330.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_hydroelectric_pumped_storage_1,5,1830.0,0.0,0.0,1830.0,0.0,28365.0,0.0,0.0,28365.0,0.0,0.0,0.0,0.0
ISNE_natural_gas_fired_combined_cycle_1,5,3370.8,0.0,0.0,3370.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_natural_gas_fired_combined_cycle_2,5,10513.3,0.0,0.0,10513.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_natural_gas_fired_combustion_turbine_1,5,1338.4,0.0,0.0,1338.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_natural_gas_fired_combustion_turbine_2,5,459.8,0.0,0.0,459.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_natural_gas_internal_combustion_engine_1,5,63.6,0.0,0.0,63.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_natural_gas_steam_turbine_1,5,41.9,0.0,0.0,41.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_nuclear_1,5,3355.5,0.0,0.0,3355.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_offshore_wind_turbine_1,5,29.3,0.0,0.0,29.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_onshore_wind_turbine_1,5,1547.1,0.0,0.0,1547.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_petroleum_liquids_1,5,1045.5,0.0,0.0,1045.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_small_hydroelectric_1,5,284.8,0.0,0.0,284.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_solar_photovoltaic_1,5,2681.9,0.0,0.0,2681.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_batteries_1,6,36.3,0.0,0.0,36.3,0.0,60.1,0.0,0.0,60.1,0.0,0.0,0.0,0.0
MISC_biomass_1,6,41.7,0.0,0.0,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_biomass_2,6,41.5,0.0,0.0,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_conventional_hydroelectric_1,6,451.5,0.0,0.0,451.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_conventional_steam_coal_1,6,2409.0,0.0,0.0,2409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_conventional_steam_coal_2,6,13699.2,0.0,0.0,13699.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_hydroelectric_pumped_storage_1,6,471.0,0.0,0.0,471.0,0.0,7300.5,0.0,0.0,7300.5,0.0,0.0,0.0,0.0
MISC_natural_gas_fired_combined_cycle_1,6,1583.6,0.0,0.0,1583.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_natural_gas_fired_combined_cycle_2,6,3192.5,0.0,0.0,3192.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_natural_gas_fired_combustion_turbine_1,6,642.6,0.0,0.0,642.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_natural_gas_fired_combustion_turbine_2,6,9055.4,0.0,0.0,9055.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_natural_gas_internal_combustion_engine_1,6,82.8,0.0,0.0,82.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_natural_gas_steam_turbine_1,6,200.6,0.0,0.0,200.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_nuclear_1,6,2373.0,0.0,0.0,2373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_onshore_wind_turbine_1,6,6437.0,0.0,0.0,6437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_petroleum_liquids_1,6,444.1,0.0,0.0,444.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_small_hydroelectric_1,6,15.5,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISC_solar_photovoltaic_1,6,3922.2,0.0,0.0,3922.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_batteries_1,7,1.3,0.0,0.0,1.3,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0
MISE_biomass_1,7,70.9,0.0,0.0,70.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_biomass_2,7,58.1,0.0,0.0,58.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_conventional_hydroelectric_1,7,32.3,0.0,0.0,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_conventional_steam_coal_1,7,4358.3,0.0,0.0,4358.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_conventional_steam_coal_2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_hydroelectric_pumped_storage_1,7,2115.0,0.0,0.0,2115.0,0.0,32782.5,0.0,0.0,32782.5,0.0,0.0,0.0,0.0
MISE_natural_gas_fired_combined_cycle_1,7,6017.4,0.0,0.0,6017.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_natural_gas_fired_combined_cycle_2,7,743.7,0.0,0.0,743.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_natural_gas_fired_combustion_turbine_1,7,427.7,0.0,0.0,427.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_natural_gas_fired_combustion_turbine_2,7,3971.5,0.0,0.0,3971.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_natural_gas_internal_combustion_engine_1,7,135.7,0.0,0.0,135.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_natural_gas_steam_turbine_1,7,1219.7,0.0,0.0,1219.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_nuclear_1,7,1161.0,0.0,0.0,1161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_onshore_wind_turbine_1,7,3676.9,0.0,0.0,3676.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_petroleum_liquids_1,7,54.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_small_hydroelectric_1,7,12.1,0.0,0.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISE_solar_photovoltaic_1,7,1181.0,0.0,0.0,1181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_batteries_1,8,10.5,0.0,0.0,10.5,0.0,30.5,0.0,0.0,30.5,0.0,0.0,0.0,0.0
MISS_biomass_1,8,5.8,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_biomass_2,8,92.9,0.0,0.0,92.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_conventional_hydroelectric_1,8,583.1,0.0,0.0,583.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_conventional_steam_coal_1,8,1574.4,0.0,0.0,1574.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_conventional_steam_coal_2,8,4521.1,0.0,0.0,4521.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_natural_gas_fired_combined_cycle_1,8,18143.0,0.0,0.0,18143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_natural_gas_fired_combined_cycle_2,8,2510.2,0.0,0.0,2510.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_natural_gas_fired_combustion_turbine_1,8,4471.8,0.0,0.0,4471.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_natural_gas_fired_combustion_turbine_2,8,1043.5,0.0,0.0,1043.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_natural_gas_internal_combustion_engine_1,8,107.8,0.0,0.0,107.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_natural_gas_steam_turbine_1,8,149.9,0.0,0.0,149.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_natural_gas_steam_turbine_2,8,5565.2,0.0,0.0,5565.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_nuclear_1,8,5426.0,0.0,0.0,5426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_onshore_wind_turbine_1,8,184.5,0.0,0.0,184.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_petroleum_liquids_1,8,40.9,0.0,0.0,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_small_hydroelectric_1,8,2.6,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISS_solar_photovoltaic_1,8,2207.9,0.0,0.0,2207.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_batteries_1,9,31.2,0.0,0.0,31.2,0.0,62.9,0.0,0.0,62.9,0.0,0.0,0.0,0.0
MISW_biomass_1,9,98.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_biomass_2,9,29.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_conventional_hydroelectric_1,9,99.2,0.0,0.0,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_conventional_steam_coal_1,9,13175.3,0.0,0.0,13175.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_conventional_steam_coal_2,9,330.9,0.0,0.0,330.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_natural_gas_fired_combined_cycle_1,9,1408.1,0.0,0.0,1408.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_natural_gas_fired_combined_cycle_2,9,7024.6,0.0,0.0,7024.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_natural_gas_fired_combustion_turbine_1,9,523.4,0.0,0.0,523.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_natural_gas_fired_combustion_turbine_2,9,6059.6,0.0,0.0,6059.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_natural_gas_fired_combustion_turbine_3,9,655.8,0.0,0.0,655.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_natural_gas_internal_combustion_engine_1,9,772.3,0.0,0.0,772.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_natural_gas_steam_turbine_1,9,124.7,0.0,0.0,124.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_nuclear_1,9,2928.1,0.0,0.0,2928.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_onshore_wind_turbine_1,9,23793.1,0.0,0.0,23793.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_petroleum_liquids_1,9,1397.8,0.0,0.0,1397.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_small_hydroelectric_1,9,505.09999999999997,0.0,0.0,505.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISW_solar_photovoltaic_1,9,3131.6,0.0,0.0,3131.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_batteries_1,10,141.0,0.0,0.0,141.0,0.0,343.4,0.0,0.0,343.4,0.0,0.0,0.0,0.0
NWPP_biomass_1,10,50.4,0.0,0.0,50.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_biomass_2,10,92.3,0.0,0.0,92.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_conventional_hydroelectric_1,10,31834.5,0.0,0.0,31834.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_conventional_steam_coal_1,10,1481.5,0.0,0.0,1481.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_conventional_steam_coal_2,10,147.5,0.0,0.0,147.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_geothermal_1,10,21.6,0.0,0.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_hydroelectric_pumped_storage_1,10,314.0,0.0,0.0,314.0,0.0,4867.0,0.0,0.0,4867.0,0.0,0.0,0.0,0.0
NWPP_natural_gas_fired_combined_cycle_1,10,2899.0,0.0,0.0,2899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_natural_gas_fired_combined_cycle_2,10,4016.1999999999994,0.0,0.0,4016.1999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_natural_gas_fired_combustion_turbine_1,10,1018.5,0.0,0.0,1018.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_natural_gas_fired_combustion_turbine_2,10,324.4,0.0,0.0,324.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_natural_gas_internal_combustion_engine_1,10,309.8,0.0,0.0,309.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_natural_gas_steam_turbine_1,10,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_nuclear_1,10,1172.0,0.0,0.0,1172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_onshore_wind_turbine_1,10,8732.7,0.0,0.0,8732.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_petroleum_liquids_1,10,21.3,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_small_hydroelectric_1,10,454.4,0.0,0.0,454.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPP_solar_photovoltaic_1,10,1628.6,0.0,0.0,1628.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_batteries_1,11,24.2,0.0,0.0,24.2,0.0,116.8,0.0,0.0,116.8,0.0,0.0,0.0,0.0
NYCW_biomass_1,11,10.6,0.0,0.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_biomass_2,11,41.5,0.0,0.0,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_natural_gas_fired_combined_cycle_1,11,1504.6,0.0,0.0,1504.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_natural_gas_fired_combined_cycle_2,11,2828.4,0.0,0.0,2828.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_natural_gas_fired_combustion_turbine_1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_natural_gas_fired_combustion_turbine_2,11,1084.3,0.0,0.0,1084.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_natural_gas_fired_combustion_turbine_3,11,1010.8999999999999,0.0,0.0,1010.8999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_natural_gas_internal_combustion_engine_1,11,37.4,0.0,0.0,37.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_natural_gas_steam_turbine_1,11,396.5,0.0,0.0,396.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_petroleum_liquids_1,11,634.6,0.0,0.0,634.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCW_solar_photovoltaic_1,11,157.3,0.0,0.0,157.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYUP_batteries_1,12,170.0,0.0,0.0,170.0,0.0,394.4,0.0,0.0,394.4,0.0,0.0,0.0,0.0
NYUP_biomass_1,12,81.7,0.0,0.0,81.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
